Company_ID,Date,Sponsor,Govt,Institute,Foreign,Public
DSE-281-6477,"Apr 30, 2023",49.92,0.00,12.08,0.15,37.85
DSE-281-6477,"May 31, 2023",49.92,0.00,12.02,0.14,37.92
DSE-282-3640,"Dec 31, 2021",30.41,0.00,20.41,0.00,49.18
DSE-282-3640,"Apr 30, 2023",30.42,0.00,11.86,0.00,57.72
DSE-282-3640,"May 31, 2023",30.42,0.00,15.16,0.00,54.42
DSE-283-8804,"Jun 30, 2022",33.33,0.00,13.35,0.01,53.31
DSE-283-8804,"Apr 30, 2023",33.33,0.00,18.54,0.01,48.12
DSE-283-8804,"May 31, 2023",33.33,0.00,26.25,0.01,40.41
DSE-284-6933,"Jun 30, 2022",24.22,0.00,14.95,0.00,60.83
DSE-284-6933,"Apr 30, 2023",23.59,0.00,15.57,0.00,60.84
DSE-284-6933,"May 31, 2023",23.59,0.00,15.57,0.00,60.84
DSE-285-6909,"Dec 31, 2022",36.02,0.00,7.76,0.00,56.22
DSE-285-6909,"Apr 30, 2023",36.02,0.00,9.04,0.00,54.94
DSE-285-6909,"May 31, 2023",36.02,0.00,9.67,0.00,54.31
DSE-286-7183,"Dec 31, 2021",32.60,0.00,27.00,0.00,40.40
DSE-286-7183,"Apr 30, 2023",30.51,0.00,23.81,0.00,45.68
DSE-286-7183,"May 31, 2023",30.51,0.00,23.56,0.00,45.93
DSE-287-4784,"Jun 30, 2022",10.26,0.00,42.40,0.00,47.34
DSE-287-4784,"Apr 30, 2023",0.00,0.00,52.96,0.00,47.04
DSE-287-4784,"May 31, 2023",0.00,0.00,52.97,0.00,47.03
DSE-288-5615,"Dec 31, 2022",45.62,0.00,24.70,0.00,29.68
DSE-288-5615,"Apr 30, 2023",45.62,0.00,25.17,0.00,29.21
DSE-288-5615,"May 31, 2023",45.62,0.00,26.32,0.00,28.06
DSE-289-8199,"Dec 31, 2017",29.88,0.00,10.66,1.02,58.44
DSE-289-8199,"Apr 30, 2023",23.21,0.00,8.62,0.19,67.98
DSE-289-8199,"May 31, 2023",23.21,0.00,8.62,0.19,67.98
DSE-290-7681,"Jun 30, 2022",10.00,0.00,27.30,0.00,62.70
DSE-290-7681,"Apr 30, 2023",10.00,0.00,20.09,0.00,69.91
DSE-290-7681,"May 31, 2023",10.00,0.00,19.97,0.00,70.03
DSE-291-1730,"Dec 31, 2021",30.01,0.00,10.53,0.00,59.46
DSE-291-1730,"Apr 30, 2023",23.70,0.00,12.99,0.00,63.31
DSE-291-1730,"May 31, 2023",23.70,0.00,16.63,0.00,59.67
DSE-292-4254,"Jun 30, 2022",75.00,0.00,15.77,0.19,9.04
DSE-292-4254,"Apr 30, 2023",75.00,0.00,15.84,0.06,9.10
DSE-292-4254,"May 31, 2023",75.00,0.00,15.89,0.06,9.05
DSE-293-2668,"Dec 31, 2021",42.07,0.00,20.94,0.00,36.99
DSE-293-2668,"Apr 30, 2023",41.94,0.00,19.04,0.00,39.02
DSE-293-2668,"May 31, 2023",41.94,0.00,19.41,0.00,38.65
DSE-294-8041,"Dec 31, 2021",38.37,0.00,30.70,0.00,30.93
DSE-294-8041,"Apr 30, 2023",38.37,0.00,29.33,0.00,32.30
DSE-294-8041,"May 31, 2023",38.37,0.00,34.34,0.00,27.29
DSE-296-6906,"Dec 31, 2021",34.97,0.00,17.88,1.95,45.20
DSE-296-6906,"Apr 30, 2023",34.97,0.00,23.82,0.82,40.39
DSE-296-6906,"May 31, 2023",34.97,0.00,23.63,0.82,40.58
DSE-297-6516,"Jun 30, 2022",47.15,0.00,20.84,0.03,31.98
DSE-297-6516,"Apr 30, 2023",47.15,0.00,23.70,0.04,29.11
DSE-297-6516,"May 31, 2023",47.15,0.00,22.53,0.03,30.29
DSE-298-2630,"Dec 31, 2021",30.00,0.00,24.62,0.00,45.38
DSE-298-2630,"Apr 30, 2023",30.00,0.00,24.06,0.00,45.94
DSE-298-2630,"May 31, 2023",30.00,0.00,23.93,0.00,46.07
DSE-299-1897,"Jun 30, 2022",20.00,0.00,58.85,1.95,19.20
DSE-299-1897,"Apr 30, 2023",20.00,0.00,58.66,1.95,19.39
DSE-299-1897,"May 31, 2023",20.00,0.00,58.68,1.95,19.37
DSE-300-8821,"Dec 31, 2022",39.21,0.00,38.09,0.50,22.20
DSE-300-8821,"Apr 30, 2023",39.21,0.00,38.78,0.50,21.51
DSE-300-8821,"May 31, 2023",39.21,0.00,38.80,0.50,21.49
DSE-301-5913,"Dec 31, 2020",59.14,0.00,12.28,0.01,28.57
DSE-301-5913,"Apr 30, 2023",59.14,0.00,7.76,0.01,33.09
DSE-301-5913,"May 31, 2023",59.14,0.00,7.74,0.01,33.11
DSE-302-9702,"Dec 31, 2021",30.45,0.00,19.24,0.00,50.31
DSE-302-9702,"Apr 30, 2023",30.04,0.00,25.27,0.00,44.69
DSE-302-9702,"May 31, 2023",30.04,0.00,25.26,0.00,44.70
DSE-303-3271,"Dec 31, 2021",36.08,0.00,39.70,0.09,24.13
DSE-303-3271,"Apr 30, 2023",34.08,0.00,41.57,0.06,24.29
DSE-303-3271,"May 31, 2023",36.08,0.00,39.87,0.04,24.01
DSE-304-6900,"Jun 30, 2022",50.00,0.00,13.98,0.25,35.77
DSE-304-6900,"Apr 30, 2023",50.00,0.00,4.65,0.25,45.10
DSE-304-6900,"May 31, 2023",50.00,0.00,4.65,0.25,45.10
DSE-305-6407,"Dec 31, 2019",39.49,0.00,18.51,0.00,42.00
DSE-305-6407,"Apr 30, 2023",38.82,0.00,10.75,0.00,50.43
DSE-305-6407,"May 31, 2023",38.82,0.00,10.75,0.00,50.43
DSE-306-1199,"Dec 31, 2021",30.03,0.00,23.48,0.00,46.49
DSE-306-1199,"Apr 30, 2023",30.03,0.00,13.69,0.00,56.28
DSE-306-1199,"May 31, 2023",30.03,0.00,18.68,0.00,51.29
DSE-307-6145,"Jun 30, 2022",60.95,0.00,9.26,4.10,25.69
DSE-307-6145,"Apr 30, 2023",60.95,0.00,9.42,4.38,25.25
DSE-307-6145,"May 31, 2023",60.95,0.00,10.04,4.38,24.63
DSE-308-7337,"Dec 31, 2021",31.50,0.00,26.79,0.22,41.49
DSE-308-7337,"Apr 30, 2023",31.50,0.00,27.77,0.19,40.54
DSE-308-7337,"May 31, 2023",31.50,0.00,27.78,0.19,40.53
DSE-309-8991,"Dec 31, 2021",31.57,0.00,9.54,0.00,58.89
DSE-309-8991,"Apr 30, 2023",31.58,0.00,23.92,0.01,44.49
DSE-309-8991,"May 31, 2023",31.58,0.00,27.45,0.00,40.97
DSE-310-2280,"Jun 30, 2022",30.00,0.00,16.96,0.00,53.04
DSE-310-2280,"Apr 30, 2023",30.00,0.00,13.94,0.00,56.06
DSE-310-2280,"May 31, 2023",30.00,0.00,14.00,0.00,56.00
DSE-311-7842,"Jun 30, 2022",53.23,0.00,14.53,1.57,30.67
DSE-311-7842,"Apr 30, 2023",53.23,0.00,6.83,1.58,38.36
DSE-311-7842,"May 31, 2023",53.23,0.00,7.93,1.58,37.26
DSE-312-5020,"Jun 30, 2022",37.38,0.00,13.19,4.99,44.44
DSE-312-5020,"Apr 30, 2023",37.38,0.00,10.88,4.99,46.75
DSE-312-5020,"May 31, 2023",37.38,0.00,10.88,4.99,46.75
DSE-313-7599,"Jun 30, 2022",70.94,0.00,5.98,0.00,23.08
DSE-313-7599,"Apr 30, 2023",70.94,0.00,7.52,0.00,21.54
DSE-313-7599,"May 31, 2023",70.94,0.00,7.49,0.00,21.57
DSE-314-1299,"Dec 31, 2022",72.08,0.00,16.28,0.00,11.64
DSE-314-1299,"Apr 30, 2023",72.08,0.00,16.30,0.00,11.62
DSE-314-1299,"May 31, 2023",72.08,0.00,16.31,0.00,11.61
DSE-315-2201,"Jun 30, 2022",49.89,0.00,16.62,0.00,33.49
DSE-315-2201,"Apr 30, 2023",49.89,0.00,16.71,0.00,33.40
DSE-315-2201,"May 31, 2023",49.89,0.00,16.72,0.00,33.39
DSE-316-6294,"Jun 30, 2022",36.19,0.00,19.66,0.00,44.15
DSE-316-6294,"Apr 30, 2023",37.51,0.00,17.26,0.00,45.23
DSE-316-6294,"May 31, 2023",37.51,0.00,16.27,0.00,46.22
DSE-317-9908,"Dec 31, 2022",82.96,3.77,4.49,2.82,5.96
DSE-317-9908,"Apr 30, 2023",82.96,3.78,4.52,2.78,5.96
DSE-317-9908,"May 31, 2023",82.96,3.78,4.54,2.78,5.94
DSE-318-6099,"Jun 30, 2021",54.55,0.00,6.00,0.00,39.45
DSE-318-6099,"Jul 31, 2022",54.55,0.00,4.69,0.00,40.76
DSE-318-6099,"May 31, 2023",54.55,0.00,4.61,0.00,40.84
DSE-319-1063,"Jun 30, 2022",20.00,0.00,35.47,0.00,44.53
DSE-319-1063,"Apr 30, 2023",20.00,0.00,36.74,0.00,43.26
DSE-319-1063,"May 31, 2023",20.00,0.00,37.24,0.00,42.76
DSE-320-2984,"Dec 31, 2022",64.24,0.00,1.71,0.00,34.05
DSE-320-2984,"Apr 30, 2023",64.24,0.00,2.46,0.00,33.30
DSE-320-2984,"May 31, 2023",64.24,0.00,2.46,0.00,33.30
DSE-321-1666,"Jun 30, 2022",51.29,0.00,19.39,22.91,6.41
DSE-321-1666,"Apr 30, 2023",51.29,0.00,19.42,22.73,6.56
DSE-321-1666,"May 31, 2023",51.29,0.00,19.43,22.72,6.56
DSE-322-1849,"Jun 30, 2022",0.00,51.00,21.43,0.00,27.57
DSE-322-1849,"Apr 30, 2023",0.00,51.00,21.39,0.00,27.61
DSE-322-1849,"May 31, 2023",0.00,51.00,21.25,0.00,27.75
DSE-323-2849,"Dec 31, 2021",31.67,0.00,17.74,0.00,50.59
DSE-323-2849,"Apr 30, 2023",38.31,0.00,16.95,0.00,44.74
DSE-323-2849,"May 31, 2023",38.31,0.00,17.56,0.00,44.13
DSE-324-9834,"Jun 30, 2019",0.00,0.00,0.00,0.00,0.00
DSE-324-9834,"Mar 31, 2023",21.32,0.00,11.07,6.79,60.82
DSE-324-9834,"Apr 30, 2023",21.32,0.00,11.07,6.79,60.82
DSE-325-1515,"Jun 30, 2022",30.00,0.00,11.03,0.04,58.93
DSE-325-1515,"Apr 30, 2023",30.00,0.00,10.82,0.04,59.14
DSE-325-1515,"May 31, 2023",30.00,0.00,10.83,0.04,59.13
DSE-326-3158,"Dec 31, 2022",90.00,0.00,1.66,0.00,8.34
DSE-326-3158,"Apr 30, 2023",90.00,0.00,1.65,0.00,8.35
DSE-326-3158,"May 31, 2023",90.00,0.00,1.65,0.00,8.35
DSE-327-1987,"Jun 30, 2021",47.03,0.00,18.52,0.00,34.45
DSE-327-1987,"Apr 30, 2023",29.93,0.00,33.63,0.00,36.44
DSE-327-1987,"May 31, 2023",29.93,0.00,35.16,0.00,34.91
DSE-328-4854,"Jun 30, 2022",41.23,0.00,35.56,0.00,23.21
DSE-328-4854,"Apr 30, 2023",41.23,0.00,35.44,0.00,23.33
DSE-328-4854,"May 31, 2023",41.23,0.00,35.45,0.00,23.32
DSE-329-9812,"Dec 31, 2021",0.00,90.19,4.38,0.00,5.43
DSE-329-9812,"Apr 30, 2023",0.00,90.19,4.54,0.00,5.27
DSE-329-9812,"May 31, 2023",0.00,90.19,4.54,0.00,5.27
DSE-330-9192,"Dec 31, 2021",46.25,0.00,10.78,0.00,42.97
DSE-330-9192,"Apr 30, 2023",46.47,0.00,13.52,0.00,40.01
DSE-330-9192,"May 31, 2023",46.47,0.00,13.93,0.00,39.60
DSE-331-1589,"Dec 31, 2021",32.07,0.00,9.63,0.00,58.30
DSE-331-1589,"Mar 31, 2023",32.07,0.00,24.40,0.00,43.53
DSE-331-1589,"Apr 30, 2023",32.07,0.00,26.55,0.00,41.38
DSE-332-9755,"Jun 30, 2022",30.00,0.00,13.71,0.00,56.29
DSE-332-9755,"Apr 30, 2023",30.00,0.00,3.70,0.00,66.30
DSE-332-9755,"May 31, 2023",30.00,0.00,3.40,0.00,66.60
DSE-333-4264,"Jun 30, 2022",40.06,0.00,17.90,0.00,42.04
DSE-333-4264,"Apr 30, 2023",40.06,0.00,17.75,0.00,42.19
DSE-333-4264,"May 31, 2023",40.06,0.00,17.68,0.00,42.26
DSE-334-7177,"Jun 30, 2022",42.40,0.00,14.09,0.00,43.51
DSE-334-7177,"Apr 30, 2023",42.40,0.00,10.78,0.00,46.82
DSE-334-7177,"May 31, 2023",42.40,0.00,10.95,0.00,46.65
DSE-335-2598,"Jun 30, 2022",33.70,0.00,21.04,0.00,45.26
DSE-335-2598,"Apr 30, 2023",34.20,0.00,14.95,0.00,50.85
DSE-335-2598,"May 31, 2023",34.20,0.00,15.53,0.00,50.27
DSE-336-8392,"Jun 30, 2022",53.07,0.00,30.25,0.00,16.68
DSE-336-8392,"Apr 30, 2023",48.50,0.00,34.06,0.00,17.44
DSE-336-8392,"May 31, 2023",48.50,0.00,34.06,0.00,17.44
DSE-337-7939,"Jun 30, 2022",25.18,0.00,13.06,0.00,61.76
DSE-337-7939,"Apr 30, 2023",25.18,0.00,9.75,0.00,65.07
DSE-337-7939,"May 31, 2023",25.18,0.00,9.83,0.00,64.99
DSE-338-1783,"Jun 30, 2022",33.88,0.00,4.24,0.00,61.88
DSE-338-1783,"Apr 30, 2023",33.88,0.00,4.24,0.00,61.88
DSE-338-1783,"May 31, 2023",33.88,0.00,4.22,0.00,61.90
DSE-339-1633,"Jun 30, 2022",45.64,0.00,6.30,0.01,48.05
DSE-339-1633,"Apr 30, 2023",45.64,0.00,11.18,0.01,43.17
DSE-339-1633,"May 31, 2023",45.64,0.00,10.09,0.01,44.26
DSE-340-4708,"Dec 31, 2021",31.45,0.00,10.33,0.00,58.22
DSE-340-4708,"Apr 30, 2023",31.45,0.00,13.96,0.00,54.59
DSE-340-4708,"May 31, 2023",31.45,0.00,18.44,0.00,50.11
DSE-341-1420,"Jun 30, 2022",59.00,0.00,13.82,3.85,23.33
DSE-341-1420,"Apr 30, 2023",59.00,0.00,14.05,3.78,23.17
DSE-341-1420,"May 31, 2023",59.00,0.00,13.92,3.95,23.13
DSE-342-2172,"Jun 30, 2022",50.68,0.00,7.18,0.00,42.14
DSE-342-2172,"Apr 30, 2023",50.68,0.00,7.18,0.00,42.14
DSE-342-2172,"May 31, 2023",50.68,0.00,7.18,0.00,42.14
DSE-343-5366,"Dec 31, 2021",73.48,0.00,11.64,0.00,14.88
DSE-343-5366,"Apr 30, 2023",75.51,0.00,9.31,0.00,15.18
DSE-343-5366,"May 31, 2023",75.51,0.00,9.31,0.00,15.18
DSE-344-5859,"Jun 30, 2022",46.83,0.00,26.64,0.00,26.53
DSE-344-5859,"Apr 30, 2023",46.83,0.00,25.91,0.00,27.26
DSE-344-5859,"May 31, 2023",46.83,0.00,25.24,0.00,27.93
DSE-345-4451,"Jun 30, 2022",14.39,0.00,22.18,0.00,63.43
DSE-345-4451,"Apr 30, 2023",14.39,0.00,17.60,0.00,68.01
DSE-345-4451,"May 31, 2023",14.39,0.00,16.94,0.00,68.67
DSE-346-8767,"Jun 30, 2022",50.00,0.00,25.41,0.00,24.59
DSE-346-8767,"Apr 30, 2023",50.00,0.00,26.10,0.00,23.90
DSE-346-8767,"May 31, 2023",50.00,0.00,26.50,0.00,23.50
DSE-347-5076,"Jun 30, 2022",10.00,0.00,11.36,0.00,78.64
DSE-347-5076,"Apr 30, 2023",10.00,0.00,9.47,0.00,80.53
DSE-347-5076,"May 31, 2023",10.00,0.00,12.70,0.00,77.30
DSE-348-8767,"Dec 31, 2022",48.22,0.00,14.76,0.15,36.87
DSE-348-8767,"Apr 30, 2023",48.22,0.00,14.71,0.15,36.92
DSE-348-8767,"May 31, 2023",48.22,0.00,14.76,0.15,36.87
DSE-349-4530,"Jun 30, 2022",37.56,0.00,21.13,0.17,41.14
DSE-349-4530,"Mar 31, 2023",37.56,0.00,22.67,0.00,39.77
DSE-349-4530,"Apr 30, 2023",37.56,0.00,22.64,0.00,39.80
DSE-350-4302,"Jun 30, 2022",51.48,0.00,23.29,9.44,15.79
DSE-350-4302,"Apr 30, 2023",51.48,0.00,23.28,9.49,15.75
DSE-350-4302,"May 31, 2023",51.48,0.00,23.28,9.49,15.75
DSE-351-4381,"Jun 30, 2019",9.99,0.00,22.80,0.00,67.21
DSE-351-4381,"Apr 30, 2023",12.01,0.00,12.05,0.00,75.94
DSE-351-4381,"May 31, 2023",12.01,0.00,12.00,0.00,75.99
DSE-352-2934,"Jun 30, 2022",0.00,51.00,2.43,0.00,46.57
DSE-352-2934,"Mar 31, 2023",0.00,51.00,2.24,0.00,46.76
DSE-352-2934,"Apr 30, 2023",0.00,51.00,2.25,0.00,46.75
DSE-353-2964,"Dec 31, 2021",32.06,0.00,47.58,1.32,19.04
DSE-353-2964,"Apr 30, 2023",32.06,0.00,48.06,1.18,18.70
DSE-353-2964,"May 31, 2023",32.06,0.00,48.42,1.18,18.34
DSE-354-9823,"Jun 30, 2022",39.12,0.00,8.99,0.00,51.89
DSE-354-9823,"Apr 30, 2023",39.00,0.00,12.18,0.00,48.82
DSE-354-9823,"May 31, 2023",38.99,0.00,12.84,0.00,48.17
DSE-355-2804,"Jun 30, 2022",51.44,0.00,13.69,0.01,34.86
DSE-355-2804,"Apr 30, 2023",50.94,0.00,16.36,0.01,32.69
DSE-355-2804,"May 31, 2023",50.94,0.00,15.52,0.01,33.53
DSE-356-1455,"Jun 30, 2022",30.00,0.00,19.16,0.00,50.84
DSE-356-1455,"Apr 30, 2023",31.65,0.00,15.39,0.00,52.96
DSE-356-1455,"May 31, 2023",31.65,0.00,12.16,0.00,56.19
DSE-357-7084,"Dec 31, 2022",57.00,0.00,24.86,4.52,13.62
DSE-357-7084,"Apr 30, 2023",57.00,0.00,24.88,4.41,13.71
DSE-357-7084,"May 31, 2023",57.00,0.00,24.73,4.41,13.86
DSE-358-4780,"Jun 30, 2022",30.61,0.00,4.72,0.00,64.67
DSE-358-4780,"Apr 30, 2023",30.61,0.00,14.24,0.00,55.15
DSE-358-4780,"May 31, 2023",30.61,0.00,15.52,0.00,53.87
DSE-360-9868,"Dec 31, 2022",60.00,0.00,6.78,0.00,33.22
DSE-360-9868,"Apr 30, 2023",60.00,0.00,4.54,0.00,35.46
DSE-360-9868,"May 31, 2023",60.00,0.00,6.61,0.00,33.39
DSE-361-2408,"Jun 30, 2022",31.23,0.00,23.49,0.00,45.28
DSE-361-2408,"Apr 30, 2023",31.23,0.00,26.05,0.00,42.72
DSE-361-2408,"May 31, 2023",31.23,0.00,24.91,0.00,43.86
DSE-362-4465,"Jun 30, 2022",50.78,0.00,5.63,0.00,43.59
DSE-362-4465,"Mar 31, 2023",50.78,0.00,5.63,0.00,43.59
DSE-362-4465,"Apr 30, 2023",50.78,0.00,5.63,0.00,43.59
DSE-363-5893,"Dec 31, 2021",54.58,0.00,5.77,0.00,39.65
DSE-363-5893,"Apr 30, 2023",54.85,0.00,5.05,0.00,40.10
DSE-363-5893,"May 31, 2023",54.85,0.00,11.72,0.00,33.43
DSE-364-4032,"Jun 30, 2022",67.51,0.00,10.30,0.00,22.19
DSE-364-4032,"Apr 30, 2023",67.51,0.00,6.45,0.00,26.04
DSE-364-4032,"May 31, 2023",67.51,0.00,5.30,0.00,27.19
DSE-365-3383,"Dec 31, 2021",36.78,0.00,6.82,0.00,56.40
DSE-365-3383,"Apr 30, 2023",39.52,0.00,10.14,0.00,50.34
DSE-365-3383,"May 31, 2023",39.52,0.00,12.21,0.00,48.27
DSE-366-1951,"Jun 30, 2022",44.55,0.00,1.80,0.00,53.65
DSE-366-1951,"Apr 30, 2023",44.55,0.00,1.80,0.00,53.65
DSE-366-1951,"May 31, 2023",44.55,0.00,1.80,0.00,53.65
DSE-367-7078,"Dec 31, 2021",30.42,0.00,38.78,1.27,29.53
DSE-367-7078,"Apr 30, 2023",35.30,0.00,35.43,1.41,27.86
DSE-367-7078,"May 31, 2023",35.30,0.00,36.63,1.41,26.66
DSE-368-4132,"Jun 30, 2022",50.00,0.00,5.04,0.00,44.96
DSE-368-4132,"Apr 30, 2023",50.00,0.00,6.50,0.00,43.50
DSE-368-4132,"May 31, 2023",50.00,0.00,6.80,0.00,43.20
DSE-369-4419,"Jun 30, 2022",60.29,0.00,17.31,0.00,22.40
DSE-369-4419,"Apr 30, 2023",59.21,0.00,16.21,0.00,24.58
DSE-369-4419,"May 31, 2023",59.21,0.00,16.21,0.00,24.58
DSE-370-3201,"Jun 30, 2022",61.83,0.00,22.69,3.09,12.39
DSE-370-3201,"Apr 30, 2023",61.83,0.00,22.40,3.07,12.70
DSE-370-3201,"May 31, 2023",61.83,0.00,22.42,3.07,12.68
DSE-371-6191,"Jun 30, 2022",34.67,0.00,14.85,13.91,36.57
DSE-371-6191,"Apr 30, 2023",34.67,0.00,15.09,13.21,37.03
DSE-371-6191,"May 31, 2023",34.67,0.00,15.21,13.13,36.99
DSE-372-5999,"Jun 30, 2022",31.79,0.00,11.14,0.00,57.07
DSE-372-5999,"Apr 30, 2023",31.79,0.00,11.30,0.00,56.91
DSE-372-5999,"May 31, 2023",31.79,0.00,11.30,0.00,56.91
DSE-373-6438,"Jun 30, 2022",30.50,0.00,3.97,0.00,65.53
DSE-373-6438,"Apr 30, 2023",30.50,0.00,4.57,0.00,64.93
DSE-373-6438,"May 31, 2023",30.50,0.00,4.64,0.00,64.86
DSE-374-3560,"Dec 31, 2021",65.32,0.00,13.52,0.00,21.16
DSE-374-3560,"Apr 30, 2023",64.28,0.00,12.34,0.00,23.38
DSE-374-3560,"May 31, 2023",64.28,0.00,12.34,0.00,23.38
DSE-375-4605,"Dec 31, 2021",38.92,0.00,25.30,0.41,35.37
DSE-375-4605,"Apr 30, 2023",36.19,0.00,28.36,0.38,35.07
DSE-375-4605,"May 31, 2023",36.19,0.00,28.93,0.33,34.55
DSE-376-1665,"Jun 30, 2022",38.81,0.00,4.64,0.00,56.55
DSE-376-1665,"Apr 30, 2023",38.81,0.00,1.35,0.00,59.84
DSE-376-1665,"May 31, 2023",38.81,0.00,1.34,0.00,59.85
DSE-377-3920,"Jun 30, 2022",63.21,0.00,18.77,3.65,14.37
DSE-377-3920,"Apr 30, 2023",63.18,0.00,18.67,3.65,14.50
DSE-377-3920,"May 31, 2023",63.18,0.00,18.67,3.65,14.50
DSE-378-1855,"Dec 31, 2021",40.80,0.00,25.06,0.00,34.14
DSE-378-1855,"Mar 31, 2023",38.29,0.00,16.16,0.00,45.55
DSE-378-1855,"Apr 30, 2023",38.29,0.00,17.67,0.00,44.04
DSE-379-5228,"Dec 31, 2021",52.34,0.00,16.24,0.08,31.34
DSE-379-5228,"May 31, 2022",48.26,0.00,16.72,0.07,34.95
DSE-379-5228,"Jun 30, 2022",48.26,0.00,15.54,0.07,36.13
DSE-380-3532,"Jun 30, 2022",30.00,0.00,20.30,0.16,49.54
DSE-380-3532,"Apr 30, 2023",30.00,0.00,20.29,0.12,49.59
DSE-380-3532,"May 31, 2023",30.00,0.00,20.37,0.16,49.47
DSE-382-9548,"Dec 31, 2021",0.00,0.00,0.00,0.00,0.00
DSE-382-9548,"Apr 30, 2023",51.35,0.00,8.50,0.00,40.15
DSE-383-1787,"Jun 30, 2022",0.00,75.00,15.40,0.47,9.13
DSE-383-1787,"Apr 30, 2023",0.00,75.00,15.00,0.18,9.82
DSE-383-1787,"May 31, 2023",0.00,75.00,15.03,0.18,9.79
DSE-384-9187,"Jun 30, 2022",47.12,0.00,25.41,0.00,27.47
DSE-384-9187,"Apr 30, 2023",45.57,0.00,24.27,0.00,30.16
DSE-384-9187,"May 31, 2023",45.57,0.00,27.41,0.00,27.02
DSE-385-8878,"Jun 30, 2022",1.51,0.00,32.12,0.00,66.37
DSE-385-8878,"Apr 30, 2023",1.51,0.00,32.37,0.00,66.12
DSE-385-8878,"May 31, 2023",1.51,0.00,32.38,0.00,66.11
DSE-386-1060,"Dec 31, 2021",60.00,0.00,16.09,0.16,23.75
DSE-386-1060,"Apr 30, 2023",60.00,0.00,17.39,0.13,22.48
DSE-386-1060,"May 31, 2023",60.00,0.00,17.36,0.13,22.51
DSE-387-5717,"Jun 30, 2022",30.04,0.00,7.46,0.00,62.50
DSE-387-5717,"Apr 30, 2023",30.04,0.00,7.68,0.00,62.28
DSE-387-5717,"May 31, 2023",30.04,0.00,7.79,0.00,62.17
DSE-388-6743,"Dec 31, 2021",34.64,0.81,20.61,0.82,43.12
DSE-388-6743,"Apr 30, 2023",34.64,0.81,21.40,0.73,42.42
DSE-388-6743,"May 31, 2023",34.64,0.81,21.40,0.72,42.43
DSE-389-9034,"Dec 31, 2022",86.96,0.00,8.82,0.29,3.93
DSE-389-9034,"Apr 30, 2023",86.04,0.00,9.42,0.29,4.25
DSE-389-9034,"May 31, 2023",86.04,0.00,9.46,0.29,4.21
DSE-390-6255,"Dec 31, 2021",56.50,0.00,7.65,0.02,35.83
DSE-390-6255,"Apr 30, 2023",56.50,0.00,10.65,0.00,32.85
DSE-390-6255,"May 31, 2023",56.50,0.00,10.68,0.00,32.82
DSE-391-9167,"Dec 31, 2021",35.20,0.00,16.47,0.00,48.33
DSE-391-9167,"Apr 30, 2023",33.00,0.00,21.98,0.00,45.02
DSE-391-9167,"May 31, 2023",33.00,0.00,23.37,0.00,43.63
DSE-392-8266,"Dec 31, 2021",46.54,0.00,8.50,0.00,44.96
DSE-392-8266,"Mar 31, 2023",46.54,0.00,7.24,0.00,46.22
DSE-392-8266,"Apr 30, 2023",46.54,0.00,7.80,0.00,45.66
DSE-393-9050,"Jun 30, 2022",46.03,0.00,26.28,0.54,27.15
DSE-393-9050,"Apr 30, 2023",46.03,0.00,29.82,0.54,23.61
DSE-393-9050,"May 31, 2023",46.03,0.00,28.87,0.62,24.48
DSE-394-2137,"Dec 31, 2022",51.83,0.00,18.98,0.00,29.19
DSE-394-2137,"Apr 30, 2023",51.83,0.00,19.13,0.00,29.04
DSE-394-2137,"May 31, 2023",51.83,0.00,19.14,0.00,29.03
DSE-395-7824,"Dec 31, 2022",48.61,0.00,30.50,0.00,20.89
DSE-395-7824,"Apr 30, 2023",48.61,0.00,30.53,0.00,20.86
DSE-395-7824,"May 31, 2023",48.61,0.00,31.04,0.00,20.35
DSE-396-8216,"Jun 30, 2022",90.00,0.00,7.37,0.03,2.60
DSE-396-8216,"Apr 30, 2023",90.00,0.00,7.36,0.02,2.62
DSE-396-8216,"May 31, 2023",90.00,0.00,7.36,0.02,2.62
DSE-397-2141,"Jun 30, 2022",2.00,51.00,14.10,0.00,32.90
DSE-397-2141,"Apr 30, 2023",2.00,51.00,14.44,0.00,32.56
DSE-397-2141,"May 31, 2023",2.00,51.00,14.62,0.00,32.38
DSE-398-2065,"Dec 31, 2022",30.56,0.00,32.18,0.78,36.48
DSE-398-2065,"Apr 30, 2023",30.56,0.00,32.03,0.72,36.69
DSE-398-2065,"May 31, 2023",30.56,0.00,32.23,0.72,36.49
DSE-399-1408,"Dec 31, 2019",48.34,0.00,34.96,3.91,12.79
DSE-399-1408,"Apr 30, 2023",40.44,0.00,32.53,7.82,19.21
DSE-399-1408,"May 31, 2023",40.44,0.00,32.60,7.82,19.14
DSE-400-7959,"Sep 30, 2022",1.92,0.00,79.12,0.00,18.96
DSE-400-7959,"Apr 30, 2023",1.92,0.00,79.03,0.00,19.05
DSE-400-7959,"May 31, 2023",1.92,0.00,79.19,0.00,18.89
DSE-401-4462,"Dec 31, 2022",25.20,0.00,63.61,0.00,11.19
DSE-401-4462,"Apr 30, 2023",25.20,0.00,63.58,0.00,11.22
DSE-401-4462,"May 31, 2023",25.20,0.00,63.58,0.00,11.22
DSE-402-2314,"Jun 30, 2022",30.77,0.00,12.98,0.29,55.97
DSE-402-2314,"Apr 30, 2023",30.77,0.00,9.02,0.03,60.18
